Question ID,Sentence Position,Answer,is correct,Q score,IR score,join score,category,Wikipedia Score,Wikipedia Found,SearchWords,SearchFound,WikipediaLen
106503,3,battle_of_caporetto,0,0.00663298472648,0.0,0.00461887599022,history,0.0525364603034506,1,44,,10.815
106503,3,council_of_constance,0,0.0141442484625,0.0,0.00473201970748,history,0.07546291105725694,1,44,,10.541
106503,3,thirty_years'_war,0,0.00844821664624,2.99246902167,0.0509917759858,history,0.05415295393533127,1,44,,62.953
165897,0,francisco_franco,1,0.0,3.39496478523,0.0620112744077,history,0.15249206396934695,1,7,,66.514
165897,1,francisco_franco,1,0.0124998534034,5.81715654207,0.112821852666,history,0.10524100189433803,1,20,,66.514
165897,1,ferdinand_magellan,0,0.0,1.97412394386,0.0402651387662,history,0.3337643728375214,1,20,,28.613
165897,2,francisco_franco,1,0.0383488577287,5.36051506008,0.117503063491,history,0.13047736459349052,1,28,,66.514
165897,2,otto_von_bismarck,0,0.0,1.71489938243,0.0370854149869,history,0.10576879876596829,1,28,,76.312
165897,2,napoleon_iii,0,0.0279374562663,0.0,0.00603588286415,history,0.09890187422201392,1,28,,170.082
165897,3,francisco_franco,1,0.0639853472986,5.68627680357,0.126361506873,history,0.12168490844032835,1,32,,66.514
165897,3,ming_dynasty,0,0.0135624206599,0.0,0.00545530911287,history,0.09314028933672651,1,32,,87.234
165897,3,thirty_years'_war,0,0.0,1.88903704575,0.0380845182881,history,0.12012930281320985,1,32,,62.953
165906,0,william_ewart_gladstone,1,0.0,2.79152673156,0.0490985013806,history,0.18251724189518723,1,7,,95.49
165906,0,stephen_a._douglas,0,0.0126710030743,0.0,0.00496572697218,history,0.3695430805111191,1,7,,34.792
165906,0,john_tyler,0,0.0,2.5928186441,0.0459426919202,history,0.17122611066475243,1,7,,75.923
165906,0,millard_fillmore,0,0.0,2.1037549233,0.0381755600608,history,0.2731019415065296,1,7,,28.77
165906,0,james_buchanan,0,0.00917130844272,0.0,0.00491014609689,history,0.24529966944373813,1,7,,47.755
165906,1,william_ewart_gladstone,1,0.123619741036,7.0639943184,0.148479120238,history,0.1584808182357664,1,15,,95.49
165906,1,gunpowder_plot,0,0.0,1.94452149558,0.0320494642533,history,0.13565801846798933,1,15,,64.869
165906,1,henry_vii_of_england,0,0.0279355730847,2.19051840024,0.0388735349514,history,0.11499025776982784,1,15,,31.307
165906,1,maximilien_de_robespierre,0,0.019026321269,0.0,0.00455536857165,history,0.12267886020186249,1,15,,53.799
165906,2,william_ewart_gladstone,1,0.284934897763,8.09833354521,0.218312472109,history,0.1080741438894125,1,25,,95.49
165906,2,winston_churchill,0,0.0,2.59284105719,0.0385676984962,history,0.121564630303257,1,25,,106.939
165906,3,william_ewart_gladstone,1,0.249538984543,7.52291054588,0.201089962694,history,0.09981411666143052,1,32,,95.49
165906,3,henry_vii_of_england,0,0.00773371883767,0.0,0.00431837012122,history,0.05489986265052544,1,32,,31.307
165906,3,girolamo_savonarola,0,0.00619890404132,0.0,0.00429683235024,history,0.06060374084564546,1,32,,39.189
165906,3,oliver_cromwell,0,0.00844268584579,0.0,0.00432831892356,history,0.08485490161021779,1,32,,89.491
165906,3,charles_stewart_parnell,0,0.0128051926975,2.85569116298,0.0461734122105,history,0.12015764683264443,1,32,,52.015
165906,4,william_ewart_gladstone,1,0.206640969751,7.35109338091,0.173994403941,history,0.09066807767140125,1,38,,95.49
165908,0,salmon_p._chase,1,0.0,6.77584580672,0.0957763400668,history,1.0348226018396847,1,10,,18.264
165908,0,henry_clay,0,0.0159749628603,0.0,0.00427693399802,history,1.0086710316758096,1,10,,33.906
165908,0,stephen_a._douglas,0,0.0,2.25616879158,0.0345994667122,history,1.2215451828006438,1,10,,34.792
165908,0,seminole_wars,0,0.0,3.07719757376,0.0457126444149,history,1.0267905078921937,1,10,,74.504
165908,0,fugitive_slave_laws,0,0.0,2.67008611066,0.0402021164865,history,2.2815495524043414,1,10,,12.623
165908,0,thaddeus_stevens,0,0.0,3.91589295922,0.0570649514951,history,1.4051341439876472,1,10,,77.715
165908,0,missouri_compromise,0,0.0105415899434,0.0,0.00420338963507,history,1.3690040756609887,1,10,,9.569
165908,1,salmon_p._chase,1,0.031460077762,5.02350990842,0.092059054583,history,0.527615179389161,1,22,,18.264
165908,1,schenck_v._united_states,0,0.0224912182146,0.0,0.00504750041603,history,0.46125022586995595,1,22,,9.559
165908,1,wilmot_proviso,0,0.0178715629469,0.0,0.00497519546455,history,0.685856526229378,1,22,,17.165
165908,1,martin_van_buren,0,0.0151896249585,0.0,0.00493321887001,history,0.4671987541366556,1,22,,25.685
165908,1,george_wallace,0,0.0125142425444,0.0,0.00489134488062,history,0.5202219931287841,1,22,,38.183
165908,1,stephen_a._douglas,0,0.0130818368479,2.63250972234,0.047899893704,history,0.5970547043207425,1,22,,34.792
165908,1,william_henry_harrison,0,0.0122384836743,0.0,0.00488702881577,history,0.4463765439021226,1,22,,41.343
165908,1,william_h._seward,0,0.0444338464169,2.65941968167,0.0531801545646,history,0.5125081704201081,1,22,,67.316
165908,2,salmon_p._chase,1,0.217887741615,5.25219331461,0.13570882059,history,0.37521578933807426,1,34,,18.264
165908,2,thaddeus_stevens,0,0.0,3.41544300037,0.0526065381922,history,0.4617172095628446,1,34,,77.715
165908,2,lester_b._pearson,0,0.0126683081726,0.0,0.00442703529397,history,0.32330918666654174,1,34,,25.108
165908,2,franklin_pierce,0,0.0,2.17271879587,0.0350109464095,history,0.3023599909661378,1,34,,55.738
165908,3,salmon_p._chase,1,0.280839617453,5.43513187724,0.157266081442,history,0.3515688037439196,1,38,,18.264
165908,3,sam_houston,0,0.00889483228285,0.0,0.00437489187222,history,0.3070815191761442,1,38,,28.794
165908,3,william_h._seward,0,0.0388959433059,2.24050643771,0.040646400886,history,0.325644016750534,1,38,,67.316
165908,3,james_k._polk,0,0.0,2.58058665112,0.0407978826776,history,0.3421711126346068,1,38,,42.761
183515,0,walter_mondale,1,0.0,5.16237560541,0.0675971972814,history,0.18699772866173478,1,7,,31.322
183515,0,nikita_khrushchev,0,0.0119582418495,0.0,0.00386050032828,history,0.16305713022388774,1,7,,97.249
183515,0,george_washington,0,0.0100336794733,2.79726180306,0.03961071357,history,0.18039708173028554,1,7,,82.358
183515,0,tokugawa_ieyasu,0,0.0320962443483,0.0,0.00410970921212,history,0.09163383121048291,1,7,,35.857
183515,1,walter_mondale,1,0.0407086261939,6.48842946372,0.119397573974,history,0.1245131217674478,1,20,,31.322
183515,1,rutherford_b._hayes,0,0.0,2.97896801681,0.0507810292042,history,0.11493816136937896,1,20,,52.637
183515,1,mark_antony,0,0.00912452928312,0.0,0.00478737873282,history,0.1478445436580546,1,20,,68.315
183515,1,huey_long,0,0.0,2.03420898591,0.0361496464969,history,0.16812012528403858,1,20,,65.132
183515,1,jimmy_carter,0,0.0,1.90310405253,0.0341192383268,history,0.09909100517915653,1,20,,75.688
183515,1,andrew_jackson,0,0.0244874383981,0.0,0.00502530247359,history,0.09348431932832399,1,20,,56.694
183515,2,walter_mondale,1,0.377201033516,8.15861766716,0.25946876048,history,0.15305911650146298,1,34,,31.322
183515,2,james_k._polk,0,0.0,2.14352352131,0.033205180732,history,0.11280207225660546,1,34,,42.761
183515,2,brian_mulroney,0,0.00654069948321,2.38244518741,0.0372466373338,history,0.11582826784090365,1,34,,61.45
183515,2,"henry_cabot_lodge,_jr.",0,0.0066735441811,0.0,0.00416740431244,history,0.12200952172267485,1,34,,11.812
183515,2,free_soil_party,0,0.00699685273695,0.0,0.00417179777088,history,0.15010141987829614,1,34,,7.25
165912,0,benjamin_disraeli,1,0.0,5.32332377832,0.0905262716509,history,0.16741016475129744,1,9,,101.547
165912,0,war_of_the_pacific,0,0.00938010250638,2.05782243142,0.0391438702919,history,0.12876049627974137,1,9,,60.405
165912,0,william_mckinley,0,0.0,2.16304484658,0.0396509743454,history,0.2218622193756881,1,9,,79.629
165912,0,clayton_antitrust_act,0,0.0,1.99884485826,0.0370076243741,history,0.20267048164043872,1,9,,9.32
165912,0,charles_stewart_parnell,0,0.0,3.72280504892,0.0647605503459,history,0.16234633172055069,1,9,,52.015
165912,1,benjamin_disraeli,1,0.139117353222,8.41504514568,0.203515866731,history,0.11817188100091583,1,18,,101.547
165912,1,john_sherman,0,0.035301105707,0.0,0.00534939014004,history,0.3067117508004429,1,18,,66.838
165912,1,wars_of_the_roses,0,0.0,1.83119883103,0.0340011226302,history,0.08180706090060062,1,18,,58.403
165912,2,benjamin_disraeli,1,0.504966999019,7.76272027413,0.301190450138,history,0.0873158898506767,1,30,,101.547
165912,2,war_of_the_spanish_succession,0,0.00407223567047,0.0,0.00423330491349,history,0.08430142901202838,1,30,,48.635
165912,2,seneca_falls_convention,0,0.00494120171115,0.0,0.00424540269085,history,0.11304421887219035,1,30,,43.051
165912,3,benjamin_disraeli,1,0.606883229456,7.6589213716,0.314030623144,history,0.08288444431314236,1,36,,101.547
165912,3,maria_theresa,0,0.00514652400812,0.0,0.00398286969305,history,0.06665550574477452,1,36,,53.759
165912,3,robert_walpole,0,0.0,1.77780708659,0.0271202003696,history,0.08578743223756757,1,36,,28.818
165912,3,cecil_rhodes,0,0.0036017389448,0.0,0.00396270666602,history,0.0663389087176616,1,36,,38.104
165912,3,ronald_reagan,0,0.0,1.60825414624,0.0249071413492,history,0.0642857307586754,1,36,,96.358
3956,0,muhammad_ali_jinnah,1,0.0214543581574,5.68954699318,0.113198515426,history,0.32734265106395716,1,16,,66.826
3956,0,wars_of_the_roses,0,0.00975413305819,0.0,0.00546343525766,history,0.05992842833416091,1,16,,58.403
3956,1,muhammad_ali_jinnah,1,0.0290118117709,6.91920312998,0.128746637915,history,0.2904170144465838,1,27,,66.826
3956,1,charles_evans_hughes,0,0.0,2.13764328516,0.0396393525956,history,0.15808321314359627,1,27,,39.829
3956,1,adolf_hitler,0,0.0,2.0601044452,0.0383784669542,history,0.09897708120322515,1,27,,79.33
3956,1,kwame_nkrumah,0,0.0,1.80208989162,0.0341828039028,history,0.15307925434118108,1,27,,22.743
3956,1,luddite,0,0.00786771599558,0.0,0.00500634240516,history,0.08608815426997245,1,27,,7.744
3956,2,muhammad_ali_jinnah,1,0.0238079292969,6.60319267007,0.124541058868,history,0.22288834947633052,1,38,,66.826
3956,2,alexander_h._stephens,0,0.0084104891403,0.0,0.00515496207399,history,0.10604541498187588,1,38,,19.108
3956,2,william_henry_harrison,0,0.0276565236629,0.0,0.00547665209924,history,0.16295000617427757,1,38,,41.343
3956,2,adolf_hitler,0,0.0,1.94780754681,0.0375712339932,history,0.10283492672182157,1,38,,79.33
3956,3,muhammad_ali_jinnah,1,0.0630508189849,7.02098290726,0.143632735093,history,0.2035832035852916,1,43,,66.826
3956,3,konrad_adenauer,0,0.0,1.95566459431,0.0365689418865,history,0.08696835104994519,1,43,,185.312
3956,3,leon_trotsky,0,0.0,1.97135187952,0.0368232649019,history,0.10510769363759555,1,43,,94.698
3956,3,adolf_hitler,0,0.0,1.81133827584,0.0342291167343,history,0.0935157525672859,1,43,,79.33
3956,3,victoria_woodhull,0,0.00859869767918,0.0,0.00500301679166,history,0.06970577905591566,1,43,,26.023
4125,0,jawaharlal_nehru,1,0.0,5.84066488384,0.0935470613943,history,0.04962359583602893,1,7,,77.728
4125,0,kulturkampf,0,0.0254232133672,0.0,0.00495750637689,history,0.03831124051796797,1,7,,26.102
4125,1,jawaharlal_nehru,1,0.0,5.98303943728,0.107902892597,history,0.07836183988921741,1,22,,77.728
4125,1,robert_walpole,0,0.0,2.03399657347,0.0400833042834,history,0.04416431649411037,1,22,,28.818
4125,1,hideki_tojo,0,0.0149221325912,0.0,0.00540837112176,history,0.11446694697109291,1,22,,16.281
4125,1,eleanor_of_aquitaine,0,0.00995928720699,0.0,0.00532314081598,history,0.03979442370054273,1,22,,53.685
4125,1,ivan_the_terrible,0,0.0,1.76229765282,0.0354172346612,history,0.056255625562556255,1,22,,41.208
4125,2,jawaharlal_nehru,1,0.0,5.20749194434,0.101545923398,history,0.07719226018937834,1,36,,77.728
4125,2,peace_of_westphalia,0,0.0103517210567,0.0,0.00572219667523,history,0.02858006091635841,1,36,,13.607
4125,2,nelson_mandela,0,0.0,1.51240052154,0.0334166416195,history,0.05658837062599725,1,36,,89.83
4125,2,muhammad_ali_jinnah,0,0.00691349304212,4.48012516307,0.0901659615021,history,0.05029645813173183,1,36,,66.826
4125,2,salvador_allende,0,0.0,1.76579242576,0.0380886257378,history,0.0392495115090917,1,36,,58.741
4125,3,jawaharlal_nehru,1,0.00848538770375,5.40371385279,0.109161442514,history,0.07850505373001403,1,49,,77.728
4125,3,winston_churchill,0,0.00624333067281,2.67516841855,0.0565268954717,history,0.05801514538805357,1,49,,106.939
4125,3,dorr_rebellion,0,0.00680782598358,0.0,0.00571037497449,history,0.03397242674309433,1,49,,13.216
4125,3,mark_antony,0,0.0130037642572,0.0,0.00582569514517,history,0.04003065033376302,1,49,,68.315
4125,4,jawaharlal_nehru,1,0.0248515204152,7.07066106962,0.136245251919,history,0.07624627660862617,1,68,,77.728
4125,4,labour_party_(uk),0,0.00620920527368,1.83205662159,0.0371489897524,history,0.1077409215088551,1,68,,78.074
4125,4,oliver_cromwell,0,0.00645396144661,0.0,0.00523138310862,history,0.03993171840480837,1,68,,89.491
4125,4,indira_gandhi,0,0.0111423334274,3.34104286471,0.0644636552545,history,0.06261535082046639,1,68,,57.306
4125,4,mikhail_gorbachev,0,0.0,1.89043749036,0.0373922974709,history,0.063687157878439,1,68,,65.347
159067,0,battle_of_caporetto,1,0.324992233108,3.93554324643,0.149264856903,history,0.22760411109925674,1,13,,10.815
159067,0,han_dynasty,0,0.0,1.75919799959,0.0348331853425,history,0.12233145632578227,1,13,,101.867
159067,0,battle_of_antietam,0,0.0129145852614,1.99231593019,0.0404458630716,history,0.17899424455419022,1,13,,64.033
159067,0,finland,0,0.0369406140652,0.0,0.00569965339005,history,0.12108012972192722,1,13,,97.202
159067,0,tokugawa_ieyasu,0,0.00565169237584,0.0,0.00517037315153,history,0.19951044855526548,1,13,,35.857
159067,1,battle_of_caporetto,1,0.60371616303,5.02713965355,0.224227094313,history,0.2062662256837014,1,26,,10.815
159067,1,benjamin_harrison,0,0.00411079731677,0.0,0.00424927708925,history,0.09673165163018678,1,26,,52.087
159067,1,charles_de_gaulle,0,0.0,1.79435197646,0.029263945736,history,0.08506626045267086,1,26,,155.987
159067,1,jameson_raid,0,0.0,2.06702482182,0.0330739468437,history,0.10586450882717523,1,26,,19.982
159067,1,neville_chamberlain,0,0.0,1.95170665956,0.0314626300829,history,0.08925924563495241,1,26,,71.098
159067,1,stephen_a._douglas,0,0.00328299446203,0.0,0.00423771037167,history,0.06411730371261298,1,26,,34.792
159067,2,battle_of_caporetto,1,0.344996863523,4.38351471638,0.157342618728,history,0.20290748446088253,1,36,,10.815
159067,2,second_boer_war,0,0.00572848969352,0.0,0.00477720686486,history,0.13271649944864278,1,36,,116.581
159067,2,battle_of_kings_mountain,0,0.0120075653065,0.0,0.00487532151277,history,0.12891055891702077,1,36,,17.023
159067,2,giuseppe_garibaldi,0,0.0,1.85555391109,0.0336819344247,history,0.09799707495627302,1,36,,41.101
159067,2,neville_chamberlain,0,0.0,1.97549707705,0.0355561245481,history,0.09728356165668045,1,36,,71.098
159067,2,georges_clemenceau,0,0.0,2.34895863532,0.0413917047445,history,0.09662720208307905,1,36,,43.696
159067,2,spanish_civil_war,0,0.0,2.20399264443,0.0391265166767,history,0.12977618926048848,1,36,,78.34
143399,0,miguel_hidalgo_y_costilla,0,0.0,2.34525632963,0.0446290872163,history,0.0,1,5,,21.512
143399,0,tokugawa_ieyasu,0,0.0,2.34525632963,0.0446290872163,history,0.0,1,5,,35.857
143399,1,charlemagne,1,0.127914853083,7.55212923517,0.144114141485,history,0.13709154006119448,1,17,,88.82
143399,1,william_the_conqueror,0,0.0504125065313,0.0,0.00450881744354,history,0.14689284291594742,1,17,,70.88
143399,1,vasco_da_gama,0,0.0,1.7714896343,0.0266542101756,history,0.10066422904364336,1,17,,37.983
143399,2,charlemagne,1,0.300931407221,6.75070889414,0.190491064749,history,0.24112437138782555,1,24,,88.82
143399,2,henry_i_of_england,0,0.0156453511545,2.00218268221,0.0326705241821,history,0.20507644137455439,1,24,,59.937
143399,2,umayyad_caliphate,0,0.0,1.96341900099,0.0305283361146,history,0.2983815114410398,1,24,,49.573
143399,2,claudius,0,0.0203884874284,0.0,0.00432130658406,history,0.1889164958861544,1,24,,55.139
143399,2,byzantine_empire,0,0.0,2.30931684452,0.0351937054625,history,0.18157840260973224,1,24,,93.394
2089,0,thomas_hart_benton_(politician),1,0.249765457822,2.54114442561,0.084811831745,history,0.16692347200821778,1,12,,12.98
2089,0,harry_s._truman,0,0.0,2.0115555229,0.0376540128943,history,0.1136237265681283,1,12,,68.941
2089,0,hubert_humphrey,0,0.00666221795425,1.97160715196,0.0378250214092,history,0.10039743536482351,1,12,,48.142
2089,0,claudius,0,0.0100513229625,1.99909176753,0.0387057580824,history,0.11788389343296034,1,12,,55.139
2089,0,mao_zedong,0,0.00711532921405,0.0,0.00500274574922,history,0.10060804990159275,1,12,,106.022
2089,0,tang_dynasty,0,0.00949149910472,0.0,0.00504145229588,history,0.12764524399252597,1,12,,92.052
2089,0,charles_de_gaulle,0,0.0,2.1409787738,0.039762248976,history,0.10470958049922964,1,12,,155.987
2089,1,thomas_hart_benton_(politician),1,0.0249570199358,2.46626176065,0.0551255194579,history,5.54185927067283,1,30,,12.98
2089,1,easter_rising,0,0.00876749409712,0.0,0.00568049688673,history,5.564429692632161,1,30,,48.205
2089,2,thomas_hart_benton_(politician),1,0.160164363493,3.51656479896,0.0992917145189,history,3.739085772984078,1,45,,12.98
2089,2,harry_s._truman,0,0.0,1.94074620572,0.0380050502776,history,3.7368506726363444,1,45,,68.941
2089,2,eleanor_roosevelt,0,0.0,2.33869187453,0.044754563057,history,3.6686118592621093,1,45,,41.584
2089,3,thomas_hart_benton_(politician),1,0.22801133408,3.19058233714,0.100416191236,history,3.3719458507594102,1,56,,12.98
2089,4,thomas_hart_benton_(politician),1,0.244092842135,3.3226459801,0.108030899407,history,2.7961569835946705,1,68,,12.98
2089,4,woodrow_wilson,0,0.0,2.45854492994,0.0453576348972,history,2.7488930079875957,1,68,,103.646
2089,4,hubert_humphrey,0,0.00729867319681,2.05458065771,0.0396573181483,history,2.781599532754816,1,68,,48.142
2089,4,wilmot_proviso,0,0.00667947158401,0.0,0.00504260610425,history,2.7766830588920683,1,68,,17.165
2089,4,daniel_boone,0,0.00891144244245,0.0,0.00507930549537,history,2.86116812189098,1,68,,49.039
2090,0,roger_b._taney,1,0.201571834618,0.0,0.00905171905783,history,0.0,1,11,,0.04
2090,0,stephen_a._douglas,0,0.00815898039682,0.0,0.00556125428738,history,0.060097410062919375,1,11,,34.792
2090,0,whig_party_(united_states),0,0.0168032508441,0.0,0.00571725488819,history,0.10713643442293638,1,11,,23.759
2090,0,franklin_pierce,0,0.0,2.30790738889,0.0470641359499,history,0.09459842966606755,1,11,,55.738
2090,0,andrew_jackson,0,0.0217295838443,2.43503457358,0.0529334850552,history,0.08819275408332451,1,11,,56.694
2090,0,james_g._blaine,0,0.0,2.22656687749,0.0455962077163,history,0.1273038459906361,1,11,,51.416
2090,0,david_lloyd_george,0,0.0,2.36434537284,0.0480826556107,history,0.08613566082616404,1,11,,96.043
2090,0,triangle_shirtwaist_factory_fire,0,0.00866293940627,0.0,0.00557034908708,history,0.09109465409335515,1,11,,26.945
2090,1,roger_b._taney,1,0.0542643123648,0.0,0.00590111081799,history,0.0,1,22,,0.04
2090,1,portugal,0,0.00688013256667,0.0,0.00511181512478,history,0.060072883606978586,1,22,,125.605
2090,1,bartolomeu_dias,0,0.0102000806033,0.0,0.00516711671907,history,0.026088317651355723,1,22,,5.227
2090,1,alexander_hamilton,0,0.0,1.90994118566,0.0368118023257,history,0.06937728194306092,1,22,,87.794
2090,1,ulysses_s._grant,0,0.0,3.13943802123,0.0572919828684,history,0.08090607693545562,1,22,,102.251
2090,2,roger_b._taney,1,0.101851489337,3.20791418788,0.0747632804954,history,0.0,1,39,,0.04
2090,2,second_bank_of_the_united_states,0,0.00803525075683,0.0,0.00490112162195,history,0.08913986971687093,1,39,,22.149
2090,2,andrew_jackson,0,0.0132311231719,3.39524793596,0.0613878321483,history,0.07598144967178727,1,39,,56.694
2090,2,shays'_rebellion,0,0.0124733381709,0.0,0.00497173563814,history,0.11729014255128818,1,39,,29.294
2090,2,zachary_taylor,0,0.0,2.02578413659,0.0370053456279,history,0.0805794500484766,1,39,,39.776
2090,3,roger_b._taney,1,0.224523162839,5.26729602534,0.145426550121,history,0.0,1,57,,0.04
2090,3,louis_brandeis,0,0.0,1.96429421284,0.0338289740867,history,0.2617920233108723,1,57,,87.856
2090,3,alexander_hamilton,0,0.0,2.12504954325,0.0362306884381,history,0.2280058302349719,1,57,,87.794
2090,3,jawaharlal_nehru,0,0.00697603769309,0.0,0.00458627874658,history,0.2374451980094328,1,57,,77.728
2090,3,woodrow_wilson,0,0.0,1.88762954343,0.0326835897545,history,0.20870635574328408,1,57,,103.646
2090,3,james_buchanan,0,0.0,2.15207437404,0.0366344444055,history,0.2645079875901669,1,57,,47.755
2090,3,warren_g._harding,0,0.0,1.96643572164,0.033860968624,history,0.20562562669608137,1,57,,106.308
2090,4,roger_b._taney,1,0.26707398785,5.89032770912,0.171549579657,history,0.0,1,67,,0.04
2090,4,ambrose_burnside,0,0.00916770045402,0.0,0.00453264453653,history,0.21568124047359669,1,67,,25.812
2090,4,sam_houston,0,0.00699452971812,0.0,0.00450078412404,history,0.20889509526756714,1,67,,28.794
2090,4,jefferson_davis,0,0.0,2.23585744654,0.0371776883018,history,0.271589778787042,1,67,,55.67
2090,4,salem_witch_trials,0,0.00715238617862,0.0,0.00450309842538,history,0.18205370432746634,1,67,,68.948
2090,4,james_buchanan,0,0.0,2.63638380151,0.0430497234204,history,0.2372182642436441,1,67,,47.755
163847,0,council_of_constance,1,0.0893362608193,4.36978331839,0.0833414125304,history,0.0948676596148373,1,11,,10.541
163847,0,maximilien_de_robespierre,0,0.0,2.49391601201,0.0384214610075,history,0.07266103290192957,1,11,,53.799
163847,1,council_of_constance,1,0.657971450034,6.96094190246,0.279318794106,history,0.3162255320494577,1,33,,10.541
163847,1,council_of_chalcedon,0,0.00791734564968,2.93323385489,0.0399784454168,history,0.266527991952057,1,33,,30.243
165933,0,battle_of_lepanto,1,0.0116204559919,10.9792751356,0.193250185758,history,0.03883344336142286,1,14,,25.751
165933,0,safavid_dynasty,0,0.0113919583773,0.0,0.00513619398986,history,0.023205478180521745,1,14,,101.577
165933,0,maria_theresa,0,0.0,1.56939568211,0.0308343828696,history,0.01860153648691382,1,14,,53.759
165933,0,paris_commune,0,0.0118675011019,0.0,0.00514403773668,history,0.02230731222541093,1,14,,128.081
165933,0,charles_martel,0,0.0,1.58576570117,0.0311043949597,history,0.04109814236396515,1,14,,48.664
165933,1,battle_of_lepanto,1,0.04601933888,8.30510432235,0.166097456183,history,0.037280105626965945,1,25,,25.751
165933,1,third_crusade,0,0.0692939891014,2.34803789582,0.0545510236041,history,0.03633778339521289,1,25,,25.318
165933,1,fourth_crusade,0,0.0,1.78698661263,0.0349258823986,history,0.042516810314947896,1,25,,43.277
165933,1,pericles,0,0.0,1.86507568412,0.0362327090505,history,0.045335721989653216,1,25,,54.703
165933,1,wars_of_the_roses,0,0.0125946606892,0.0,0.005231295827,history,0.05821618752461346,1,25,,58.403
165933,2,battle_of_lepanto,1,0.471821803743,9.79935469412,0.340230456581,history,0.07538256652511496,1,34,,25.751
165933,2,battle_of_agincourt,0,0.0112027646222,0.0,0.00407499632075,history,0.03725189956887876,1,34,,52.899
165933,2,battle_of_midway,0,0.0,1.61448953828,0.0250689862414,history,0.06244030039980858,1,34,,61.706
165933,2,great_northern_war,0,0.00671950572825,1.67141968875,0.0263926503968,history,0.051341379097897745,1,34,,34.372
165933,3,battle_of_lepanto,1,0.579555554409,9.84127149254,0.363187277085,history,0.08788621392322016,1,38,,25.751
165933,3,portugal,0,0.00411772743337,0.0,0.00371482134688,history,0.05216855681658667,1,38,,125.605
165933,3,battle_of_chancellorsville,0,0.014727560757,0.0,0.00384442127402,history,0.04146630843760927,1,38,,70.444
108592,0,roger_williams_(theologian),0,0.0,2.15478071938,0.0405361580114,history,0.06719811247968502,1,11,,36.527
108592,0,mary_baker_eddy,0,0.0,2.29110764558,0.0427873447581,history,0.09457087519670743,1,11,,48.064
108592,0,barry_goldwater,0,0.0693414368747,0.0,0.00609898991266,history,0.11646324420013043,1,11,,42.932
108592,1,tecumseh,1,0.0673841346827,3.16302498282,0.084913193101,history,0.14033898819382457,1,34,,46.526
